ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,remarks,evtitle,evtype,dept,submittedby,galleryname,evdate,oldcode
1046,2,2012-08-01 10:53:08,2012-08-01 02:53:08,"[submittedby]PAO
[oldcode]DON-REC-XXX-SM
[galleryname]b2-170
[evtype]Donors' Reception
[evtype]Donation
[evdate]1993-05-06
[evtitle]Donors' Reception '93
",Donors' Reception '93,,publish,open,open,,b2-170,,,2012-08-01 10:53:08,2012-08-01 02:53:08,,0,http://digitalimages.ust.hk/gallery2/?p=1046,0,post,,0,,Donors' Reception '93,Donation,,PAO,b2-170,1993-05-06,DON-REC-XXX-SM
1047,2,2012-08-01 10:53:13,2012-08-01 02:53:13,"[submittedby]PAO
[oldcode]DON-REC94-XXX-SM
[galleryname]b2-180
[evtype]Donors' Reception
[evtype]Donation
[evdate]1994-05-05
[evtitle]Donors' Reception '94
",Donors' Reception '94,,publish,open,open,,b2-180,,,2012-08-01 10:53:13,2012-08-01 02:53:13,,0,http://digitalimages.ust.hk/gallery2/?p=1047,0,post,,0,,Donors' Reception '94,Donation,,PAO,b2-180,1994-05-05,DON-REC94-XXX-SM
1048,2,2012-08-01 10:53:16,2012-08-01 02:53:16,"[submittedby]PAO
[oldcode]CER-BOC-XXX-SM
[galleryname]b2-20
[evtype]Donation
[evdate]1996-06-24
[evtitle]Bank of China Luncheon Donation Ceremony for Affinity Card
",Bank of China Luncheon Donation Ceremony for Affinity Card,,publish,open,open,,b2-20,,,2012-08-01 10:53:16,2012-08-01 02:53:16,,0,http://digitalimages.ust.hk/gallery2/?p=1048,0,post,,0,,Bank of China Luncheon Donation Ceremony for Affinity Card,Donation,,PAO,b2-20,1996-06-24,CER-BOC-XXX-SM
1049,2,2012-08-01 10:53:19,2012-08-01 02:53:19,"[submittedby]PAO
[oldcode]STA-MAC-XXX-SM
[galleryname]b2-20a
[evtype]staff
[evdate]1995-06-05
[evtitle]Farewell Dinner for Mr. A&amp; Mrs. Macpherson
",Farewell Dinner for Mr. A&amp; Mrs. Macpherson,,publish,open,open,,b2-20a,,,2012-08-01 10:53:19,2012-08-01 02:53:19,,0,http://digitalimages.ust.hk/gallery2/?p=1049,0,post,,0,,Farewell Dinner for Mr. A&amp; Mrs. Macpherson,staff,,PAO,b2-20a,1995-06-05,STA-MAC-XXX-SM
1050,2,2012-08-01 10:53:22,2012-08-01 02:53:22,"[evtitle]Ceaseless line: Recent Works by Chu Ko
[evtype]Donation
[dept]Library
[submittedby]PAO
[galleryname]b2-210
[oldcode]EXH-CK-XXX-SM
[evdate]1995-03-02
",Ceaseless line: Recent Works by Chu Ko,,publish,open,open,,b2-210,,,2012-08-01 10:53:22,2012-08-01 02:53:22,,0,http://digitalimages.ust.hk/gallery2/?p=1050,0,post,,0,,Ceaseless line: Recent Works by Chu Ko,Donation,Library,PAO,b2-210,1995-03-02,EXH-CK-XXX-SM
1051,2,2012-08-01 10:53:25,2012-08-01 02:53:25,"[submittedby]PAO
[oldcode]EXH-CIV-XXX-SM
[galleryname]b2-220
[dept]SAO
[evtype]Exhibition
[evdate]1993-11-03
[evtitle]Civil Service Careers Exhibition
",Civil Service Careers Exhibition,,publish,open,open,,b2-220,,,2012-08-01 10:53:25,2012-08-01 02:53:25,,0,http://digitalimages.ust.hk/gallery2/?p=1051,0,post,,0,,Civil Service Careers Exhibition,Exhibition,SAO,PAO,b2-220,1993-11-03,EXH-CIV-XXX-SM
1052,2,2012-08-01 10:53:29,2012-08-01 02:53:29,"[submittedby]PAO
[oldcode]EXH-CUR-XXX-SM
[galleryname]b2-230
[evtype]Exhibition
[evdate]1996-03-02
[evtitle]Currency Exhibition at Expo Hall
",Currency Exhibition at Expo Hall,,publish,open,open,,b2-230,,,2012-08-01 10:53:29,2012-08-01 02:53:30,,0,http://digitalimages.ust.hk/gallery2/?p=1052,0,post,,0,,Currency Exhibition at Expo Hall,Exhibition,,PAO,b2-230,1996-03-02,EXH-CUR-XXX-SM
1053,2,2012-08-01 10:53:32,2012-08-01 02:53:32,"[submittedby]PAO
[oldcode]EXH-EXPO-XXX-SM
[galleryname]b2-240
[dept]SAO
[evtype]Exhibition
[evdate]1994-01-01
[evtitle]Exposition Hall
",Exposition Hall,,publish,open,open,,b2-240,,,2012-08-01 10:53:32,2012-08-01 02:53:32,,0,http://digitalimages.ust.hk/gallery2/?p=1053,0,post,,0,,Exposition Hall,Exhibition,SAO,PAO,b2-240,1994-01-01,EXH-EXPO-XXX-SM
1054,2,2012-08-01 10:53:33,2012-08-01 02:53:33,"[submittedby]PAO
[oldcode]EXH-4S-XXX-SM
[galleryname]b2-245
[evtype]Exhibition
[evdate]1998-09-25
[evtitle]Four Sides Exhibition (Press Release)
",Four Sides Exhibition (Press Release),,publish,open,open,,b2-245,,,2012-08-01 10:53:33,2012-08-01 02:53:33,,0,http://digitalimages.ust.hk/gallery2/?p=1054,0,post,,0,,Four Sides Exhibition (Press Release),Exhibition,,PAO,b2-245,1998-09-25,EXH-4S-XXX-SM
1055,2,2012-08-01 10:53:34,2012-08-01 02:53:34,"[submittedby]PAO
[oldcode]EXH-HER-XXX-SM
[galleryname]b2-263
[evtype]Exhibition
[evdate]1997-02-14
[evtitle]HEERA Exhibition
",HEERA Exhibition,,publish,open,open,,b2-263,,,2012-08-01 10:53:34,2012-08-01 02:53:34,,0,http://digitalimages.ust.hk/gallery2/?p=1055,0,post,,0,,HEERA Exhibition,Exhibition,,PAO,b2-263,1997-02-14,EXH-HER-XXX-SM
1056,2,2012-08-01 10:53:35,2012-08-01 02:53:35,"[evtitle]Huang Miao-Zi: Calligraphy &amp; Printing
[evtype]Exhibition
[dept]Library
[submittedby]PAO
[galleryname]b2-280
[oldcode]EXH-MIA01-XXX-SM
[evdate]1992-04-20
",Huang Miao-Zi: Calligraphy &amp; Printing,,publish,open,open,,b2-280,,,2012-08-01 10:53:35,2012-08-01 02:53:35,,0,http://digitalimages.ust.hk/gallery2/?p=1056,0,post,,0,,Huang Miao-Zi: Calligraphy &amp; Printing,Exhibition,Library,PAO,b2-280,1992-04-20,EXH-MIA01-XXX-SM
1057,2,2012-08-01 10:53:37,2012-08-01 02:53:37,"[evtitle]Jerzy Lesko Exhibit Opening
[evtype]Exhibition
[dept]Library
[submittedby]PAO
[galleryname]b2-285
[oldcode]EXH-JLSK-XXX-SM
[evdate]1997-03-26
",Jerzy Lesko Exhibit Opening,,publish,open,open,,b2-285,,,2012-08-01 10:53:37,2012-08-01 02:53:37,,0,http://digitalimages.ust.hk/gallery2/?p=1057,0,post,,0,,Jerzy Lesko Exhibit Opening,Exhibition,Library,PAO,b2-285,1997-03-26,EXH-JLSK-XXX-SM
1058,2,2012-08-01 10:53:38,2012-08-01 02:53:38,"[evtitle]Lam Wu-Fui Painting Exhibit
[evtype]Exhibition
[dept]Library
[submittedby]PAO
[galleryname]b2-290
[oldcode]EXH-LAM-XXX-SM
[evdate]1994-02-01
",Lam Wu-Fui Painting Exhibit,,publish,open,open,,b2-290,,,2012-08-01 10:53:38,2012-08-01 02:53:38,,0,http://digitalimages.ust.hk/gallery2/?p=1058,0,post,,0,,Lam Wu-Fui Painting Exhibit,Exhibition,Library,PAO,b2-290,1994-02-01,EXH-LAM-XXX-SM
1059,2,2012-08-01 10:53:41,2012-08-01 02:53:41,"[submittedby]PAO
[oldcode]DON-DOW-XXX-SM
[galleryname]b2-30
[evtype]Donation
[evdate]1992-07-20
[evtitle]Dow Chemical
",Dow Chemical,,publish,open,open,,b2-30,,,2012-08-01 10:53:41,2012-08-01 02:53:41,,0,http://digitalimages.ust.hk/gallery2/?p=1059,0,post,,0,,Dow Chemical,Donation,,PAO,b2-30,1992-07-20,DON-DOW-XXX-SM
1060,2,2012-08-01 10:53:45,2012-08-01 02:53:45,"[submittedby]PAO
[oldcode]EXH-PRE-XXX-SM
[galleryname]b2-310
[evtype]Exhibition
[evdate]1995-11-25
[evtitle]Opening Ceremony of Pre-97 Special Arts Zone Exh.
",Opening Ceremony of Pre-97 Special Arts Zone Exh.,,publish,open,open,,b2-310,,,2012-08-01 10:53:45,2012-08-01 02:53:45,,0,http://digitalimages.ust.hk/gallery2/?p=1060,0,post,,0,,Opening Ceremony of Pre-97 Special Arts Zone Exh.,Exhibition,,PAO,b2-310,1995-11-25,EXH-PRE-XXX-SM
1061,2,2012-08-01 10:53:48,2012-08-01 02:53:48,"[evtitle]Opening Reception of &quot;Roaming in the Arts&quot;
[evtype]Exhibition
[dept]Library
[submittedby]PAO
[galleryname]b2-325
[oldcode]EXH-R&amp;A-XXX-SM
[evdate]1996-09-19
",Opening Reception of &quot;Roaming in the Arts&quot;,,publish,open,open,,b2-325,,,2012-08-01 10:53:48,2012-08-01 02:53:48,,0,http://digitalimages.ust.hk/gallery2/?p=1061,0,post,,0,,Opening Reception of &quot;Roaming in the Arts&quot;,Exhibition,Library,PAO,b2-325,1996-09-19,EXH-R&amp;A-XXX-SM
1062,2,2012-08-01 10:53:48,2012-08-01 02:53:48,"[submittedby]PAO
[oldcode]EXH-SME-XXX-SM
[galleryname]b2-365
[evtype]Exhibition
[evdate]1999-02-05
[evtitle]SME Exhibition
",SME Exhibition,,publish,open,open,,b2-365,,,2012-08-01 10:53:48,2012-08-01 02:53:48,,0,http://digitalimages.ust.hk/gallery2/?p=1062,0,post,,0,,SME Exhibition,Exhibition,,PAO,b2-365,1999-02-05,EXH-SME-XXX-SM
1063,2,2012-08-01 10:53:51,2012-08-01 02:53:51,"[evtitle]Splendors of Brush and Ink Exhibition and Reception
[evtype]Exhibition
[dept]Library
[submittedby]PAO
[galleryname]b2-380
[oldcode]EXH-INK-XXX-SM
[evdate]1994-09-02
",Splendors of Brush and Ink Exhibition and Reception,,publish,open,open,,b2-380,,,2012-08-01 10:53:51,2012-08-01 02:53:51,,0,http://digitalimages.ust.hk/gallery2/?p=1063,0,post,,0,,Splendors of Brush and Ink Exhibition and Reception,Exhibition,Library,PAO,b2-380,1994-09-02,EXH-INK-XXX-SM
1064,2,2012-08-01 10:53:57,2012-08-01 02:53:57,"[submittedby]PAO
[oldcode]EXH-TTT-XXX-SM
[galleryname]b2-385
[evtype]Exhibition
[evdate]1997-04-22
[evtitle]&quot;Tomorrow's Tech Today&quot; Exhibit at Ocean Terminal
",&quot;Tomorrow's Tech Today&quot; Exhibit at Ocean Terminal,,publish,open,open,,b2-385,,,2012-08-01 10:53:57,2012-08-01 02:53:57,,0,http://digitalimages.ust.hk/gallery2/?p=1064,0,post,,0,,&quot;Tomorrow's Tech Today&quot; Exhibit at Ocean Terminal,Exhibition,,PAO,b2-385,1997-04-22,EXH-TTT-XXX-SM
1065,2,2012-08-01 10:54:00,2012-08-01 02:54:00,"[submittedby]PAO
[oldcode]EXH-WKP-XXX-SM
[galleryname]b2-390-10
[evtype]Exhibition
[evdate]1997-11-12
[evtitle]Workshop Exhibition Opening (Wong Keping)
",Workshop Exhibition Opening (Wong Keping),,publish,open,open,,b2-390-10,,,2012-08-01 10:54:00,2012-08-01 02:54:00,,0,http://digitalimages.ust.hk/gallery2/?p=1065,0,post,,0,,Workshop Exhibition Opening (Wong Keping),Exhibition,,PAO,b2-390-10,1997-11-12,EXH-WKP-XXX-SM
1066,2,2012-08-01 10:54:02,2012-08-01 02:54:02,"[submittedby]PAO
[oldcode]DON-TEL-XXX-SM
[galleryname]b2-40
[evdate]1990-11-01
[evtitle]Foundation of HK Telecom
",Foundation of HK Telecom,,publish,open,open,,b2-40,,,2012-08-01 10:54:02,2012-08-01 02:54:02,,0,http://digitalimages.ust.hk/gallery2/?p=1066,0,post,,0,,Foundation of HK Telecom,,,PAO,b2-40,1990-11-01,DON-TEL-XXX-SM
1067,2,2012-08-01 10:54:05,2012-08-01 02:54:05,"[submittedby]PAO
[oldcode]EXH-PHO-XXX-SM
[galleryname]b2-425
[dept]PAO
[evtype]Exhibition
[evdate]1996-04-17
[evtitle]5th-yr Anniversary Exhibits - Landmark, Haubour City, Tai Po KCR &amp; Shatin KCR
","5th-yr Anniversary Exhibits - Landmark, Haubour City, Tai Po KCR &amp; Shatin KCR",,publish,open,open,,b2-425,,,2012-08-01 10:54:05,2012-08-01 02:54:05,,0,http://digitalimages.ust.hk/gallery2/?p=1067,0,post,,0,,"5th-yr Anniversary Exhibits - Landmark, Haubour City, Tai Po KCR &amp; Shatin KCR",Exhibition,PAO,PAO,b2-425,1996-04-17,EXH-PHO-XXX-SM
1068,2,2012-08-01 10:54:15,2012-08-01 02:54:15,"[submittedby]PAO
[oldcode]EXH-SBM-XXX-SM
[galleryname]b2-427
[evtype]Exhibition
[evdate]1996-08-01
[evtitle]5th-yr Anniversary Exhibits - SBM's Copies about MBA Exchange Programme &amp; International Conference &amp; Workshop
",5th-yr Anniversary Exhibits - SBM's Copies about MBA Exchange Programme &amp; International Conference &amp; Workshop,,publish,open,open,,b2-427,,,2012-08-01 10:54:15,2012-08-01 02:54:15,,0,http://digitalimages.ust.hk/gallery2/?p=1068,0,post,,0,,5th-yr Anniversary Exhibits - SBM's Copies about MBA Exchange Programme &amp; International Conference &amp; Workshop,Exhibition,,PAO,b2-427,1996-08-01,EXH-SBM-XXX-SM
1069,2,2012-08-01 10:54:18,2012-08-01 02:54:18,"[submittedby]PAO
[oldcode]EXH-EP3-XXX-SM
[galleryname]b2-430
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1992-01-01
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-430,,,2012-08-01 10:54:18,2012-08-01 02:54:18,,0,http://digitalimages.ust.hk/gallery2/?p=1069,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-430,1992-01-01,EXH-EP3-XXX-SM
1070,2,2012-08-01 10:54:21,2012-08-01 02:54:21,"[submittedby]PAO
[oldcode]EXH-EP4-XXX-SM
[galleryname]b2-440
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1993-02-18
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-440,,,2012-08-01 10:54:21,2012-08-01 02:54:21,,0,http://digitalimages.ust.hk/gallery2/?p=1070,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-440,1993-02-18,EXH-EP4-XXX-SM
1071,2,2012-08-01 10:54:24,2012-08-01 02:54:24,"[submittedby]PAO
[oldcode]EXH-EXPO95-XXX-SM
[galleryname]b2-450
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1995-02-23
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-450,,,2012-08-01 10:54:24,2012-08-01 02:54:24,,0,http://digitalimages.ust.hk/gallery2/?p=1071,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-450,1995-02-23,EXH-EXPO95-XXX-SM
1072,2,2012-08-01 10:54:31,2012-08-01 02:54:31,"[submittedby]PAO
[oldcode]EXH-EP5-XXX-SM
[galleryname]b2-460
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1994-02-24
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-460,,,2012-08-01 10:54:31,2012-08-01 02:54:31,,0,http://digitalimages.ust.hk/gallery2/?p=1072,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-460,1994-02-24,EXH-EP5-XXX-SM
1073,2,2012-08-01 10:54:34,2012-08-01 02:54:34,"[submittedby]PAO
[oldcode]EXH-EP2-XXX-SM
[galleryname]b2-470
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1990-11-09
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-470,,,2012-08-01 10:54:34,2012-08-01 02:54:34,,0,http://digitalimages.ust.hk/gallery2/?p=1073,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-470,1990-11-09,EXH-EP2-XXX-SM
1074,2,2012-08-01 10:54:39,2012-08-01 02:54:39,"[submittedby]PAO
[oldcode]EXH-EP1-XXX-SM
[galleryname]b2-480
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1990-11-02
[evtitle]Education and Career Expo
",Education and Career Expo,,publish,open,open,,b2-480,,,2012-08-01 10:54:39,2012-08-01 02:54:39,,0,http://digitalimages.ust.hk/gallery2/?p=1074,0,post,,0,,Education and Career Expo,Exhibition,,PAO,b2-480,1990-11-02,EXH-EP1-XXX-SM
1075,2,2012-08-01 10:54:41,2012-08-01 02:54:41,"[submittedby]PAO
[oldcode]EXH-EXPO96-XXX-SM
[galleryname]b2-490
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]1996-02-08
[evtitle]Education and Career Expo '96
",Education and Career Expo '96,,publish,open,open,,b2-490,,,2012-08-01 10:54:41,2012-08-01 02:54:41,,0,http://digitalimages.ust.hk/gallery2/?p=1075,0,post,,0,,Education and Career Expo '96,Exhibition,,PAO,b2-490,1996-02-08,EXH-EXPO96-XXX-SM
1076,2,2012-08-01 10:54:42,2012-08-01 02:54:42,"[submittedby]PAO
[oldcode]EXH-EXPO97-XXX-SM
[galleryname]b2-491
[evtype]Education &amp; Career
[evtype]Exhibition
[evdate]Date unknown
[evtitle]Education and Career Expo '97
",Education and Career Expo '97,,publish,open,open,,b2-491,,,2012-08-01 10:54:42,2012-08-01 02:54:42,,0,http://digitalimages.ust.hk/gallery2/?p=1076,0,post,,0,,Education and Career Expo '97,Exhibition,,PAO,b2-491,Date unknown,EXH-EXPO97-XXX-SM
1077,2,2012-08-01 10:54:47,2012-08-01 02:54:47,"[submittedby]PAO
[oldcode]EXH-HED-XXX-SM
[galleryname]b2-492
[evtype]Higher Education Expo
[evtype]Exhibition
[evdate]1997-02-16
[evtitle]Higher Education Expo. '97
",Higher Education Expo. '97,,publish,open,open,,b2-492,,,2012-08-01 10:54:47,2012-08-01 02:54:47,,0,http://digitalimages.ust.hk/gallery2/?p=1077,0,post,,0,,Higher Education Expo. '97,Exhibition,,PAO,b2-492,1997-02-16,EXH-HED-XXX-SM
1078,2,2012-08-01 10:54:50,2012-08-01 02:54:50,"[submittedby]PAO
[oldcode]EXH-Hed_98-XXX-SM
[galleryname]b2-493
[evtype]Higher Education Expo
[evtype]Exhibition
[evdate]1998-03-12
[evtitle]Higher Education Expo. '98
",Higher Education Expo. '98,,publish,open,open,,b2-493,,,2012-08-01 10:54:50,2012-08-01 02:54:50,,0,http://digitalimages.ust.hk/gallery2/?p=1078,0,post,,0,,Higher Education Expo. '98,Exhibition,,PAO,b2-493,1998-03-12,EXH-Hed_98-XXX-SM
1079,2,2012-08-01 10:54:57,2012-08-01 02:54:57,"[submittedby]PAO
[oldcode]EXH-Hi_Edu-99-XXX-SM
[galleryname]b2-496
[evtype]Higher Education Expo
[evtype]Exhibition
[evdate]1999-03-11
[evtitle]Higher Education Expo. '99
",Higher Education Expo. '99,,publish,open,open,,b2-496,,,2012-08-01 10:54:57,2012-08-01 02:54:57,,0,http://digitalimages.ust.hk/gallery2/?p=1079,0,post,,0,,Higher Education Expo. '99,Exhibition,,PAO,b2-496,1999-03-11,EXH-Hi_Edu-99-XXX-SM
1080,2,2012-08-01 10:54:59,2012-08-01 02:54:59,"[submittedby]PAO
[oldcode]EXH-JSS-XXX-SM
[galleryname]b2-500
[evtype]Joint School
[evtype]Exhibition
[evdate]1990-07-22
[evtitle]23rd Joint Sch Sci Exhibition
",23rd Joint Sch Sci Exhibition,,publish,open,open,,b2-500,,,2012-08-01 10:54:59,2012-08-01 02:54:59,,0,http://digitalimages.ust.hk/gallery2/?p=1080,0,post,,0,,23rd Joint Sch Sci Exhibition,Exhibition,,PAO,b2-500,1990-07-22,EXH-JSS-XXX-SM
1081,2,2012-08-01 10:55:01,2012-08-01 02:55:01,"[submittedby]PAO
[oldcode]EXH-JSS1-XXX-SM
[galleryname]b2-510
[evtype]Joint School
[evtype]Exhibition
[evdate]1996-07-21
[evtitle]Biology + Biochemistry Student Society booth at the 29th Joint Schools Science Exhibition JSSE
",Biology + Biochemistry Student Society booth at the 29th Joint Schools Science Exhibition JSSE,,publish,open,open,,b2-510,,,2012-08-01 10:55:01,2012-08-01 02:55:01,,0,http://digitalimages.ust.hk/gallery2/?p=1081,0,post,,0,,Biology + Biochemistry Student Society booth at the 29th Joint Schools Science Exhibition JSSE,Exhibition,,PAO,b2-510,1996-07-21,EXH-JSS1-XXX-SM
1082,2,2012-08-01 10:55:08,2012-08-01 02:55:08,"[submittedby]PAO
[oldcode]EXH-MTR-XXX-SM
[galleryname]b2-520
[evtype]MTR
[evtype]Exhibition
[evdate]1990-09-20
[evtitle]MTR Exhibition
",MTR Exhibition,,publish,open,open,,b2-520,,,2012-08-01 10:55:08,2012-08-01 02:55:08,,0,http://digitalimages.ust.hk/gallery2/?p=1082,0,post,,0,,MTR Exhibition,Exhibition,,PAO,b2-520,1990-09-20,EXH-MTR-XXX-SM
1083,2,2012-08-01 10:55:14,2012-08-01 02:55:14,"[submittedby]PAO
[oldcode]EXH-TVL-XXX-SM
[galleryname]b2-525
[evtype]MTR
[evtype]Exhibition
[evdate]1997-06-16
[evtitle]MTR Exhibition (Travelling Exhibit - 97)
",MTR Exhibition (Travelling Exhibit - 97),,publish,open,open,,b2-525,,,2012-08-01 10:55:14,2012-08-01 02:55:14,,0,http://digitalimages.ust.hk/gallery2/?p=1083,0,post,,0,,MTR Exhibition (Travelling Exhibit - 97),Exhibition,,PAO,b2-525,1997-06-16,EXH-TVL-XXX-SM
1084,2,2012-08-01 10:55:15,2012-08-01 02:55:15,"[submittedby]PAO
[oldcode]EXH-PLS_HEd-XXX-SM
[galleryname]b2-530
[evtype]Panels
[evtype]Exhibition
[evdate]1998-03-12
[evtitle]Higher Education Expo. '98
",Higher Education Expo. '98,,publish,open,open,,b2-530,,,2012-08-01 10:55:15,2012-08-01 02:55:15,,0,http://digitalimages.ust.hk/gallery2/?p=1084,0,post,,0,,Higher Education Expo. '98,Exhibition,,PAO,b2-530,1998-03-12,EXH-PLS_HEd-XXX-SM
1085,2,2012-08-01 10:55:16,2012-08-01 02:55:16,"[submittedby]PAO
[oldcode]EXH-PG-XXX-SM
[galleryname]b2-540
[evtype]PG
[evtype]Exhibition
[evdate]Date unknown
[evtitle]PG Exhibition
",PG Exhibition,,publish,open,open,,b2-540,,,2012-08-01 10:55:16,2012-08-01 02:55:16,,0,http://digitalimages.ust.hk/gallery2/?p=1085,0,post,,0,,PG Exhibition,Exhibition,,PAO,b2-540,Date unknown,EXH-PG-XXX-SM
1086,2,2012-08-01 10:55:16,2012-08-01 02:55:16,"[submittedby]PAO
[oldcode]EXH-SCC-XXX-P
[galleryname]b2-550
[evtype]Photo
[evtype]Exhibition
[evdate]1993-03-22
[evtitle]Photo Contest Exhibition and Prize Presentation (Shape and Colour of HKUST Campus)
",Photo Contest Exhibition and Prize Presentation (Shape and Colour of HKUST Campus),,publish,open,open,,b2-550,,,2012-08-01 10:55:16,2012-08-01 02:55:16,,0,http://digitalimages.ust.hk/gallery2/?p=1086,0,post,,0,,Photo Contest Exhibition and Prize Presentation (Shape and Colour of HKUST Campus),Exhibition,,PAO,b2-550,1993-03-22,EXH-SCC-XXX-P
1087,2,2012-08-01 10:55:17,2012-08-01 02:55:17,"[submittedby]PAO
[oldcode]DON-KUOK-XXX-SM
[galleryname]b2-60
[evtype]Donation
[evdate]1992-04-06
[evtitle]Kuok's Donation
",Kuok's Donation,,publish,open,open,,b2-60,,,2012-08-01 10:55:17,2012-08-01 02:55:17,,0,http://digitalimages.ust.hk/gallery2/?p=1087,0,post,,0,,Kuok's Donation,Donation,,PAO,b2-60,1992-04-06,DON-KUOK-XXX-SM
1088,2,2012-08-01 10:55:17,2012-08-01 02:55:17,"[submittedby]PAO
[oldcode]DON-SOC-XXX-SM
[galleryname]b2-65
[evtype]Donation
[evdate]1996-04-11
[evtitle]Shui On Centre for China B&amp;M
",Shui On Centre for China B&amp;M,,publish,open,open,,b2-65,,,2012-08-01 10:55:17,2012-08-01 02:55:17,,0,http://digitalimages.ust.hk/gallery2/?p=1088,0,post,,0,,Shui On Centre for China B&amp;M,Donation,,PAO,b2-65,1996-04-11,DON-SOC-XXX-SM
1089,2,2012-08-01 10:55:19,2012-08-01 02:55:19,"[submittedby]PAO
[oldcode]STA-CHA2-XXX-SM
[galleryname]b2-65a
[evdate]1995-01-24
[evtitle]Chamber Music at HKUST  - The Lindsay Trio
",Chamber Music at HKUST  - The Lindsay Trio,,publish,open,open,,b2-65a,,,2012-08-01 10:55:19,2012-08-01 02:55:19,,0,http://digitalimages.ust.hk/gallery2/?p=1089,0,post,,0,,Chamber Music at HKUST  - The Lindsay Trio,,,PAO,b2-65a,1995-01-24,STA-CHA2-XXX-SM
1090,2,2012-08-01 10:55:21,2012-08-01 02:55:21,"[submittedby]PAO
[oldcode]DON-RNG-XXX-SM
[galleryname]b2-70
[evtype]Donation
[evdate]1991-11-12
[evtitle]Sino-Land Donation: Robert Ng
",Sino-Land Donation: Robert Ng,,publish,open,open,,b2-70,,,2012-08-01 10:55:21,2012-08-01 02:55:21,,0,http://digitalimages.ust.hk/gallery2/?p=1090,0,post,,0,,Sino-Land Donation: Robert Ng,Donation,,PAO,b2-70,1991-11-12,DON-RNG-XXX-SM
1091,2,2012-08-01 10:55:23,2012-08-01 02:55:23,"[submittedby]PAO
[oldcode]MIS-ORC-XXX-SM
[galleryname]b2-75
[evdate]1994-03-25
[evtitle]Chamber Orchestra with Bach Choir at Expo Hall
",Chamber Orchestra with Bach Choir at Expo Hall,,publish,open,open,,b2-75,,,2012-08-01 10:55:23,2012-08-01 02:55:23,,0,http://digitalimages.ust.hk/gallery2/?p=1091,0,post,,0,,Chamber Orchestra with Bach Choir at Expo Hall,,,PAO,b2-75,1994-03-25,MIS-ORC-XXX-SM
1092,2,2012-08-01 10:55:26,2012-08-01 02:55:26,"[submittedby]PAO
[oldcode]DON-WYSE-XXX-SM
[galleryname]b2-80
[evtype]Donation
[evdate]1991-09-20
[evtitle]Wyse Technology
",Wyse Technology,,publish,open,open,,b2-80,,,2012-08-01 10:55:26,2012-08-01 02:55:26,,0,http://digitalimages.ust.hk/gallery2/?p=1092,0,post,,0,,Wyse Technology,Donation,,PAO,b2-80,1991-09-20,DON-WYSE-XXX-SM
1093,2,2012-08-01 10:55:31,2012-08-01 02:55:31,"[submittedby]PAO
[oldcode]DON-DCC-XXX-SM
[galleryname]b2-90
[evtype]Ceremony
[evtype]Donation
[evdate]1993-02-09
[evtitle]Dedication Ceremony for Citibank Lecture Theatre
",Dedication Ceremony for Citibank Lecture Theatre,,publish,open,open,,b2-90,,,2012-08-01 10:55:31,2012-08-01 02:55:31,,0,http://digitalimages.ust.hk/gallery2/?p=1093,0,post,,0,,Dedication Ceremony for Citibank Lecture Theatre,Donation,,PAO,b2-90,1993-02-09,DON-DCC-XXX-SM
1094,2,2012-08-01 10:55:35,2012-08-01 02:55:35,"[submittedby]PAO
[oldcode]INT-SAT-XXX-SM
[galleryname]b3-100
[evtype]Interview
[evdate]1995-03-01
[evtitle]Satellite Antenna &amp; Remote Sensing Research by Fang Ming
",Satellite Antenna &amp; Remote Sensing Research by Fang Ming,,publish,open,open,,b3-100,,,2012-08-01 10:55:35,2012-08-01 02:55:35,,0,http://digitalimages.ust.hk/gallery2/?p=1094,0,post,,0,,Satellite Antenna &amp; Remote Sensing Research by Fang Ming,Interview,,PAO,b3-100,1995-03-01,INT-SAT-XXX-SM
